Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
1387,3,0,3,0,1,&#8220;@kevhoeee916: if i couldn't trust some of the homies how could i trust these hoes?&#8221;you can't lol
1388,3,1,0,2,2,&#8220;@kik2clean: brah wiz cheated &#128514;&#128557; http://t.co/oz2pndngj0&#8221; she had hair like a dyke..... uh.. duh?
1389,3,0,3,0,1,&#8220;@kingdakkar: these hoes out of control https://t.co/hzmf5mayva&#8221;lmfaooo
1390,3,0,0,3,2,"&#8220;@king_sm if howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and ud"
1391,3,0,3,0,1,"&#8220;@kinggki im drunk, i'm bout to bitch.&#8221;need a ride?"
1392,3,0,3,0,1,"&#8220;@kxng_jase: versace versace, i talk shit on twitter and so that bitch blocked me&#8221;@bremarie17"
1393,3,0,3,0,1,&#8220;@kyariesda4: ginobli dropping them bitches like a delta line&#8221;. &#128514;&#128514;&#128553;&#9996;&#65039;
1394,3,0,3,0,1,"&#8220;@lodmtpapi: clingy girlfriends are the best &#128175;&#10084;&#65039;&#128553;&#128143; http://t.co/dt9nua4u7a&#8221;

stop lying to these hoes bro.. that shit annoying"
1395,3,0,3,0,1,&#8220;@lakeshorejohnny: eliot was a pussy.&#8221; mmmmmether
1396,3,0,3,0,1,&#8220;@lanaecute_ass: my bitch bad she's a puerto rican &#128527;&#128540;&#8221;what song is that
1397,3,1,2,0,1,"&#8220;@laneishaaaa: @thompson_era pretty boy face&#8221;

awee thanks faggot"
1398,3,0,0,3,2,&#8220;@lastwordevan: an inning and a half away from alex rodriguez being eligible to play. just a thought. #yankees #mlb&#8221; omg. feel an ulcer.
1399,3,0,2,1,1,&#8220;@layaface: we out! brooklyn bound wit this money. feelin like yung jeezy in this bitch! &#128299;&#128299; http://t.co/toq4bfwnzg&#8221; lmaoooo
1400,3,0,3,0,1,&#8220;@leelucas_: @100046729 @maxnostalgia http://t.co/f7d0mxcexj&#8221; bitch ima shake til i can't nomo
1401,3,0,3,0,1,&#8220;@leelucas_: @100046729 fuck you ugly lol show them teeth&#8221;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128; bitch fuck u
1402,6,0,6,0,1,"&#8220;@leelucas_: @100046729 lol , be cool son. you know your grandma bald mouth&#8221;she got all her teeth hoe &#128514;&#128514;"
1403,3,0,3,0,1,&#8220;@leelucas_: @100046729 mo bitch the special ed darlene from backatown &#128514;&#128514;&#8221;&#128128; gn
1404,6,0,6,0,1,&#8220;@leelucas_: @darwinjames125 @100046729 they can't fit on that small ass street son&#8221;bitch you know what happen last time we was onyur st &#128514;
1405,3,0,3,0,1,&#8220;@leelucas_: going dumb on this essay&#8221;&#128514; bitch you sad.
1406,3,0,3,0,1,&#8220;@leelucas_: i fucked up in the 6th grade&#8221;yeah bitch you wants to fight me with yo dawg ass
1407,6,0,6,0,1,&#8220;@leelucas_: yall on my tl need to be sleep yall got school tomorrow&#8221; bitch i got straight a's ion need to go &#128514;
1408,3,0,3,0,1,"&#8220;@legendarye_: i dont een tryna be disrespectful when i say bitch. its just a term, like bruh or son&#8221;"
1409,3,0,3,0,1,&#8220;@leggsmania: @phenomenalro you not gone leave hoe&#8221;&#128514;&#128514;&#128546;
1410,3,0,3,0,1,&#8220;@leggsmania: the next time i see this bitch i'm beating her ass. job or not.&#8221; lol
1411,3,0,3,0,1,&#8220;@leslieeeixta: @vikyfdez15 fuck up bitch &#128530;&#8221; get out mi house &#127969;&#128074;&#128581;&#128514;
1412,3,0,3,0,1,&#8220;@lesterrnem: bad bitches is the only thing that i like &#128074;&#128064;&#128074;&#8221;&#128073;&#128073;&#128073;
1413,3,0,3,0,1,&#8220;@lickmywhooooop: @vintage_monroe_ @justdoitslow it aint bundles soooo nope&#8221;it is bitch she happy hosting
1414,3,0,3,0,1,&#8220;@lilreese300: no yu can't get no money yu silly hoe...&#8221;
1415,3,0,3,0,1,&#8220;@livefromthe_a: these niggaz bitches hiding behind gangs they ain't in &#128175; &#128056;&#9749;&#65039;&#8221; &#128588;&#128175;
1416,3,0,3,0,1,&#8220;@longmoneytonyy: @vintage_monroe_ dont say shit else ! just stfu !&#8221;bitch we can do a lot more off this twitter shit you can come see me
1417,3,0,3,0,1,&#8220;@lopezwhs: niggas talk more then bitches these days&#8221;
1418,3,0,3,0,1,&#8220;@lopezwhs: you little stupid ass bitch i ain't fuckin with you &#127925;&#8221;
1419,3,0,3,0,1,&#8220;@lovelifeest13: @__seriouslee i aint gone lie &amp; old heads say they see it in me so i figured&#8221; nah you just retarded
1420,3,0,3,0,1,&#8220;@lovelifeest13: lmao @west305 &amp; aero sound young af talking bout hoes n weed n shit&#8221; @finesse_iam brah you gotta listen to this shit
1421,3,1,2,0,1,&#8220;@luaboo: niggas over 6'2 with long ass monkey arms make the best cuddle buddies....so i heard&#8221; ahaha a female told me this once&#128514;&#128514;&#128514;
1422,3,0,3,0,1,&#8220;@m94rx: sometimes i hate az &amp; sometimes i love it. depends on the time of year i guess.&#8221; &amp; the dumb bitches that live here
1423,3,2,1,0,0,&#8220;@milf_chronicles: dudes shaving without it being for an athletic purpose is gay af&#8221; you're retarded.
1424,3,0,2,1,1,&#8220;@mj2307: @1bcarter or he's eating it cuz he's with a women who just can't cook &#128586;&#8221;then u gotta get rid of that hoe
1425,6,0,6,0,1,&#8220;@m_rad: i'm going to miss these bitches so much &#128557; http://t.co/lupoqat2r9&#8221; far right she resting on ol girl booty y'all funny as shit
1426,6,0,6,0,1,&#8220;@m_rad: you was with the bitch with the fat ass &#128514;&#8221;only way to live when u young that shit gonna get old tho and have a lot of dents in it
1427,3,0,3,0,1,&#8220;@maratheemodel: @iam_kidd_phila &#128514; marcus bitch ass @heartofahustlah ain't loyal at all! team hopping ass !!!&#8221; &#128514;&#128557;&#128514;&#128557;&#128514;&#128056;&#9749;&#65039;
1428,3,0,3,0,1,"&#8220;@maratheemodel: hoe fax = type yo bitch number in google to see if it pops up on back page

thank @heartofahustlah&#8221; &#128514;&#128557;&#128514;&#128557;"
1429,3,0,3,0,1,"&#8220;@madisonmum_: i was told never fold &amp; never sell my sole""they should have told yu stay in school ! *soul&#8221; autocorrect hoed me"
1430,3,0,3,0,1,&#8220;@magssca: @adrienne_bailon bitch u tried it . u deserved every foul word that came out chris mouth &#128133;&#9749;&#65039; bye hoe&#8221;&#128514;&#128557;&#128514;
1431,3,0,3,0,1,&#8220;@majorslander one last shot at this love shit then i'm dogging you hoes&#8221; #drakelistener
1432,3,0,3,0,1,"&#8220;@malikhasanimani: @1bcarter negro, you wear a size 5...i'm in a 12&#8221;i'm at a 6 now still growing"
1433,3,0,3,0,1,"&#8220;@malikhasanimani: @1bcarter what's good, family?&#8221;in the gym looking at hoes hit u later"
1434,3,0,0,3,2,&#8220;@mannybdlopez: when you open your starburst candy and get 2 yellows http://t.co/f0ddbfezb6&#8221; lmao bruh
1435,3,0,3,0,1,&#8220;@mannykream_g: birthday weekend starts today&#8221; shut yo hoe ass up
1436,6,1,5,0,1,&#8220;@mariehippy: bitch niggas pay for hoes just to lay with hoes&#8221; relax one night you'll pay to stay with hoes
1437,6,0,6,0,1,"&#8220;@marielevisual: if your wardrobe consist of mostly leggings, you's a hoe&#8221; guilty"
1438,3,0,3,0,1,&#8220;@marlin_fishyass: &#8220;@1017_sqquad: in the mall with yo bitch and yo money i'm getting me somethin &#128514;&#128175;&#8221;&#128514;&#8221;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;
1440,3,1,2,0,1,"&#8220;@mattietrump97: eat a lot of protein
eat a lot of pussy
#mattietrumpstipsforabetterlife&#8221;

eat the whole ass"
1441,3,0,3,0,1,&#8220;@maxwell_larsen: i'm jakes bitch&#8221;
1442,3,3,0,0,0,"&#8220;@maxwell_larsen: when you live this gay, you can't be afraid of two black dicks in your butt"" you fucking queer"
1443,3,0,3,0,1,&#8220;@mecause1mrae: a lot of you males need to dress up as real men for halloween since y'all be acting like bitches all year.&#8221; &#128514;&#128588;
1444,3,0,3,0,1,"&#8220;@medrano420: you want to be a little bitch, than ima treat you like a little bitch.&#8221;"
1445,3,0,3,0,1,&#8220;@mick_peddicord8: water polo is so fucking hard #respect&#8221; yeah if you're a pussy
1446,3,0,3,0,1,"&#8220;@mightbekoi: @satisfied_x @__troyy edward did oss, he sparkled&#8221; &#128514;&#128514; bitch reality"
1447,3,0,3,0,1,&#8220;@mikediggem: @_kudabrazyy who the old bitch??!!&#8221; *hoe
1448,3,2,1,0,0,"&#8220;@mikeypdacav5: i love the song ""john doe"" #dope&#8221; @mirandawigley @edenbaby101 faggots"
1449,3,0,3,0,1,"&#8220;@mix_mommie: i hate when bitches do that ""who are you talking to"" shit like clearly you.&#8221;i be like ""bitch wit da red door hoe""&#128514;&#128514;"
1450,3,2,1,0,0,&#8220;@moffettmm: just got done with my last final and i'm walkin around campus like i own this place&#8221; queer.
1451,3,0,3,0,1,&#8220;@mojo4life_: we'll i'm going to sleep &#128530;&#8221; fag
1452,3,0,0,3,2,&#8220;@mommemusthaves: mmmh daily is out! http://t.co/bptrtxcel0 stories via @kristincruz&#8221; @exmoshow #yellow is in! &amp; @romyraves luv the bling!
1453,3,0,3,0,1,&#8220;@moneyyoung they not evn hoes in silence anymore&#8221;proud of it .... then want respect
1454,3,0,3,0,1,&#8220;@moneyhighpapi: when you fuck her good she trip even more&#8221; good dick makes a bitch go crazy
1455,3,0,3,0,1,"&#8220;@morgansmith_20: @luke_turner_88 so many hoes, that's why&#8221;preach"
1456,3,0,3,0,1,"&#8220;@mosoknowso: if a photographer doesn't have a back story on how he started, he did it for pussy #believethat&#8221; #cantknockthahussle"
1457,3,0,3,0,1,&#8220;@mrdelightfullll: i've sounded like a fag the last few days &#128584;&#128513;&#128513;&#8221; your emotions are inspiring &#128150;
1458,3,0,3,0,1,&#8220;@msfoxybaby: #imaddictedto girls w fat pussy slim waist fat ass n innocent smiles&#8221; truuuuuu
1459,3,1,2,0,1,&#8220;@mutateroos: you can be seminoles but not redskins? k&#8221;seminole tribe got an agreement with them..fsu pay them to use the name
1460,3,0,3,0,1,&#8220;@mydick_suckthat: who that pussy wet for ?&#8221; http://t.co/crudddhxhh
1461,3,2,1,0,0,&#8220;@my_fish_died: you dammn weed potheads are annoying af on twitter&#8221; weed and pot are the same thing faggot
1462,3,0,3,0,1,"&#8220;@nadixo__: ""@joelxmontoya: i'm dreaming &#128525;&#128525; http://t.co/y21pyz5rai"" ewwww&#8221;bitch you must be fucked up &#128514;&#128514;"
1463,3,0,3,0,1,&#8220;@nayminaj_xo: @skinnybee__ lmao my bitch was listening to gospel music w. liquor in her hand weaaakkk&#8221;lmfaooooooooo i was crying
1464,3,0,3,0,1,&#8220;@neebaddazz: why amanda bitch ass eva cheat on fizz fine ass? ion geddit&#128564;&#8221; theres more to a nigga than his looks.. thought yall knew dat?&#128564;
1465,3,0,3,0,1,&#8220;@neiallure: &amp; you should feel disrespected if a bitch try to suck you up with dry lips. &#128128;&#128128;&#8221;
1466,6,2,4,0,1,&#8220;@nelly_flexin: y'all bitches switch a roo niggas !!!&#8221;&#128064;&#128064; who the hell
1467,3,2,1,0,0,&#8220;@nihao_rocky who is she? rt @drtruth247: y'all hype that bread loaf chick up but i'm a chill&#8221; a dyke rapper
1468,3,2,1,0,0,&#8220;@niggaimtatted: cowboys win games during the regular season but when they get to the playoffs that trash af lol&#8221; hating ass nigga
1469,3,0,3,0,1,&#8220;@niggaimtatted: having 0 bitches really the wave&#8221;shaq you got all the hoes
1470,3,0,3,0,1,&#8220;@niggaimtatted: niggas want a good girl but still wanna fuck with hoes but that ain't gone work. gotta pick one&#8221;&#128514;&#128514;&#128514; boy stfu
1471,3,0,3,0,1,&#8220;@nigggapino: splash onna bitch wednesday tomorrow&#8221;
1472,3,0,2,1,1,&#8220;@nikedownluis15: @vintage_monroe_ them damn brownies&#8221;i swear lmao
1473,3,0,2,1,1,"&#8220;@nochillpaz: mom : dont call a girl a bitch. that's somebody's daughter,sister,niece...
me : and somebody's bitch too&#8221;"
1474,3,3,0,0,0,"&#8220;@nochillpaz: white kids favorite activities
1. calling people ""niggers"" on xbox
2.fucking their pet
3. shooting up their school&#8221;"
1475,6,0,6,0,1,&#8220;@nogovy: smh bitches are such haters !!! how dare they do this to her #blackgirls #jealousy http://t.co/i2nnm1z1&#8221; yooo loool
1476,3,0,3,0,1,&#8220;@norapist: throwing lamps at bitches who need to lighten up.&#8221; true dat
1477,3,0,3,0,1,&#8220;@norapist: using y = mx + b to measure the slope of that ass girl.&#8221; @mckinley719
1478,3,0,3,0,1,&#8220;@norapist: on my way to fuck ur bitch http://t.co/sgvbbrwog2&#8221; @mckinley719
1479,3,0,3,0,1,&#8220;@norapist: on my way to fuck ur bitch http://t.co/zuvwccn0iv&#8221; @mckinley719
1480,3,1,2,0,1,&#8220;@notgrimey &#8220;@bobbybudnic my brother a faggot&#8221;&#8221;smh
1481,3,0,3,0,1,&#8220;@notgrimey dnt blame niggas when a female see ya hoe ass ways. go listen to some jt money fruitcake&#8221;
1482,3,0,1,2,2,&#8220;@ogbeard: some of y'all bios are trash.&#8221; mine pretty good
1483,3,0,3,0,1,"&#8220;@ogeezlouise: bout time 
 rt @joebudden: some of these chicks don&#8217;t want a man, they just want support.&#8221; tell that bitch to get a bra"
1484,3,0,3,0,1,&#8220;@officialzyon777: when the pussy stank http://t.co/d6irwminqo&#8221;
1485,3,0,3,0,1,&#8220;@ohshititsrandy: remember this bro? &#128514; @brianlovesass_ http://t.co/rauruw7my6&#8221;niggah don't show people this &#128514;&#128514;&#128557;&#128567;
1486,3,0,2,1,1,&#8220;@ohthatslee uhoh you got the hoes lol rt @verbally_abrupt: y'all i found this letter on my car. http://t.co/lu58himxxs&#8221; naaah
1487,3,0,3,0,1,"&#8220;@ohhnickharmon: if she's sending you nudes on snap chats but your not one of the 3 guys on her favorites, she a hoe.&#8221;&#128514;&#128514;&#128514;&#128557;"
1488,3,1,2,0,1,"&#8220;@onstar: #mondays are a whole lot better when you're driving a vehicle http://t.co/liixxmzndz&#8221;

""that white pussy uhhh get ya"""
1489,3,0,3,0,1,&#8220;@optic_nadeshot: no longer a side bitch @prosyndicate http://t.co/qwcuna7vcv&#8221; @zneezy2good &#128514;&#128557;
1490,3,1,2,0,1,&#8220;@osmanmasabah: spitting on people just shows you weren't raised right. in another words it's a bitch nigga trait.&#8221; @victorsmith90
1491,3,1,2,0,1,&#8220;@prayingforhead: spongebob out here beating bitches up http://t.co/ewihbsqek8&#8221;@based_shinigami
1492,3,0,3,0,1,&#8220;@paigehardesty: a relationship is only made for two.. but some bitches don't know how to count.&#8221;amen to that!
1493,3,0,3,0,1,"&#8220;@papi_sez: why is everyone who thinks you're an unfunny pandering jizzbag automatically a troll? @thatupsdude&#8221;

and he hate colored folk"
1494,3,0,3,0,1,"&#8220;@pharaohjas: ""darkskin girls ugly"" &#127383;&#127378; http://t.co/dyeay2t5aa&#8221;flawless ass bitch"
1495,3,1,0,2,2,"&#8220;@plmpcess: in the fashion world ""urban"" means ""stolen from black people"" its ghetto on us, and urban on them haha http://t.co/s0xwgflj9c&#8221; &#128588;"
1496,3,0,3,0,1,"&#8220;@poeticallylucky: it's like when a bitch gotta pretty pussy but it's loose .&#8221;

#witchcraft"
1497,3,0,3,0,1,&#8220;@postbadbitches: http://t.co/adhjngzvpg&#8221;these the white girls u should holla at but nooooo brothas go for the ugliest bad built hoes ever
1498,3,0,3,0,1,&#8220;@postbadbitches: http://t.co/rpo0quumbm&#8221; how young is this hoe with a m&amp;m pillow
1499,3,0,0,3,2,"&#8220;@prayforjack i survived swine flu, bird flu, west nile and the bloomberg administration. i'll be fine&#8221;the abortion survival. cant 4get that"
1500,3,0,3,0,1,&#8220;@prettyxeyes: fyi http://t.co/r9juot4bgq&#8221; my favorite type of bitches.
1501,3,0,1,2,2,&#8220;@pubesonfleek: my tweets trash&#8221;
1502,3,0,3,0,1,&#8220;@putya_han_onit: &#8220;@tweets_nochill: small titty bitches pierced nipples look like staples.&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221;lmao
1503,3,0,3,0,1,&#8220;@quathegreat: ready blow this bitch down &#128293; http://t.co/y89oj5yh9m&#8221;bring me 3 rellos
1504,3,0,3,0,1,&#8220;@queendev_: @what_evaittakes i couldn't find anything to hold my hair up let alone put a pony in&#8221;no bitch i said post a busted pic&#128557;
1505,3,0,0,3,2,&#8220;@queendev_: my leave out is trash &#128552;&#8221;&#128557;&#128557;&#128557; u sick
1506,3,0,3,0,1,&#8220;@quis_2turntup: &#8220;@1017_sqquad: iont got no type&#8221;bad bitches is the only thing that i like &#128111;&#128131;&#128131;&#8221;aye i'm just living life
1507,3,0,1,2,2,&#8220;@raleighbeougher: dumb beaner&#8221; http://t.co/r0habeqhsu
1508,3,0,3,0,1,&#8220;@ramzyjay: i try to keep all my bitches on lay away&#8221; same way i feel
1509,3,0,3,0,1,&#8220;@rawritstaraa: trust these bitches ? nah&#8221;
1510,3,0,3,0,1,&#8220;@redheadray_: is it wrong if i get on this bitch and started talking shit &#128514;?&#8221;yes!
1511,3,0,3,0,1,&#8220;@regularassron: ain't nothing better in life than meeting a hoe with a full time job&#8221;don't let her have her own benefits nigga what
1512,3,0,3,0,1,&#8220;@rell1hundo: @what_evaittakes boney as shit right &#128514;&#8221;i seen em walking down the street ctfu i was in the crib tho! he a lucky nig.
1513,3,0,3,0,1,&#8220;@residimples: i heard thigh gaps is a way of telling if a bitch pussy is loose.&#8221; what?? http://t.co/osjvjzjxcg
1514,3,0,3,0,1,"&#8220;@residinero: ""@jenny_dalli: @residinero i threw them hoes away"" you also just threw yo life away&#8221;bruhhh &#128557;&#128557;&#128514;&#128514;&#128514;"
1515,3,0,3,0,1,&#8220;@residinero: @tonyjetsfoo lol haha&#8221; hahahahahahahahahaahah deez nuts bitch
1516,3,0,3,0,1,&#8220;@residinero: hate driving in the rain. -_-&#8221; you can drive deez nuts in your botch mouth hoe
1517,3,0,3,0,1,&#8220;@retrospidey: your opinion is irrelevant because you&#8217;re a cunt.&#8221; @sumorerun
1518,3,0,3,0,1,"&#8220;@revdennismiller: true nothing shuts up libdog bitches who like to bark at anything @punt_cuncher&#8221;
that's called...preaching the truth!"
1520,3,1,2,0,1,&#8220;@rightinher_pssy: fuck her right in the pussy https://t.co/3yw7mhlrhu&#8221; i wish this dude was my grandpa&#128514;
1521,3,0,3,0,1,&#8220;@rihannaglfs: when you see the bitch that been talking smack about you in the playground http://t.co/epdgxmzksr&#8221;
1522,9,0,9,0,1,&#8220;@rileyybryn: &#8220;@devon_sheaa: i just want panda express&#8221; panera**&#8221; big booty hoe*** &#128514;&#128514;&#128514;&#128514;
1523,3,0,3,0,1,&#8220;@rojustdgaf aren't they all tho bro? rt @landoup: i hate a nosey bitch....&#8221;some more than others
1524,3,0,3,0,1,"&#8220;@ronstackin: i got money , guns , gold , bitches nd stacks nigga fuck this net beef have my shooters get at niggas&#8221; a bring dat friday den"
1525,3,0,3,0,1,&#8220;@rspectmy_pretty: if a bitch comes for me i hope she bout all that slick shit she yapping about &#128064;&#8221; thuggin
1526,3,0,3,0,1,&#8220;@rudeboi_drew: i'm finna eat some pussy&#8221; lmao
1527,3,0,0,3,2,&#8220;@rudenation21: when girls take my snap backs and beanies lol&#128169; that's 35 dollars a hat and 40 for the ax beanies &#128530;&#8221;i don't let them take it
1528,3,0,3,0,1,&#8220;@rudepost: a new breed of white girl... https://t.co/0zsu3zqixd&#8221; she slammed that bitch &#128527;&#128514;
1529,3,1,2,0,1,&#8220;@runyacheckup: &#8220;@shane_a1: a bitch couldn't pay me to get dem pregnant again &#128588;&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221;fr fam ion see how niccas out here poppin kids out
1530,3,1,2,0,1,&#8220;@ryeordie: niggas want pussy. i ain't giving any out. here is where lies our dilemma.&#8221; that's cool
1531,3,0,3,0,1,&#8220;@rylannwilliams: @woodchuck20 @ravenkiann hahahaha do it bitch! make her fall in love &#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#10084;&#8221; should i? &#128514;
1532,3,0,3,0,1,"&#8220;@rylannwilliams: if she buys you a tattoo, wife that girl&#128521;&#128540;&#128527;&#8221; &#128514; this bitch"
1533,3,0,3,0,1,&#8220;@saadthesav: bitches saying ray rice got what he deserved but just a month ago wanted this man free &#128056;&#9749;&#65039; http://t.co/vfn1is7wx3&#8221;smh&#128514;&#128514;&#128514;
1534,3,0,3,0,1,"&#8220;@salutemyrainbow: &#8220;@thatkiduriah: bitches be like, messy bun. http://t.co/jffxnwv1di&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221; &#128072;&#128072;&#128072;&#128553;&#128514;&#128514;&#128553;&#128079;&#128557;"
1535,3,0,3,0,1,&#8220;@savingnohoes: when she ask how imma eat her pussy https://t.co/6wvjrc3m1q&#8221;&#128128;
1536,3,0,3,0,1,&#8220;@sem25live girl you eat mo pussy than me girl you shoulda been a nigga&#8221; that's that jam
1537,3,0,3,0,1,&#8220;@sem25live leave all the bitchin to bitches&#8221;
1538,3,0,3,0,1,&#8220;@smithaaaaaa: &#8220;@tats_nsnapbacks: last night was well.. fun lmao&#8221; you got some pussy didn't ya vern&#8221; unfortunately no lol
1539,3,1,2,0,1,&#8220;@s_hawn24: y'all females love y'all a bum nigga or a jail bird..&#8221;!!!!
1541,6,0,6,0,1,&#8220;@sair____: you lucky ashit if you got the shawty you want .. &#128527;&#128175;&#8221; a niggah just tryna keep her
1542,3,0,3,0,1,&#8220;@sam_james3: @khalilreed @aknadnrye don't get on bro http://t.co/qjjvynwqio&#8221; when bae textin another nigger
1543,3,0,0,3,2,&#8220;@sarabiaerik: i just accidentally ate a pot brownie. i guess there goes my pledge of being drug free for life . lolz .&#8221; lmao #college
1544,3,0,2,1,1,&#8220;@sexreiationship: who else thinks lip biting is fucking sexy?&#8221;@maiapapayyya_ until that bitch bite too hard put a hoe out once for that
1545,3,1,2,0,1,&#8220;@sexmatical: these the kids that call you nigger on xbox http://t.co/wgvceponh8&#8221;
1546,3,0,0,3,2,&#8220;@sexualmedic: how i feel when i'm throwing trash away... http://t.co/qq94n1rd5n&#8221; everyday in school.
1547,3,0,3,0,1,&#8220;@sexualgif: when he makes u his wcw &amp; his hoes favorite it https://t.co/ind1von4jh&#8221; &#128520;&#128520;&#128520;&#128514;&#128514;
1548,3,0,3,0,1,&#8220;@sexyunderhere: females that know they are hoes really the coolest chicks....all sex asides&#8221;lmao
1549,3,0,3,0,1,&#8220;@seymourblanco: they game is over fuck yall bitches &amp; yall attitudes &#128514;&#128514;&#128514;&#128557;&#128557; http://t.co/rlrnybfedt&#8221;&#128557;&#128557;
1550,3,0,3,0,1,&#8220;@shesoviciouzz: it might be rt @warwith1gun: some of y'all females pussy wet cause he cried&#8221; smh
1551,3,0,3,0,1,"&#8220;@shetwirlsmykan3: i say bitch bad, woman good, lady better&#8221; lupe?"
1552,3,0,0,3,2,&#8220;@shessoblessed_: oreos and milk &#128523;&#8221;
1553,3,0,3,0,1,"&#8220;@shiannealvarez: @187xo_ maybe cuz your putting trust in a "" bitch "" not a lady.&#8221; or maybe because this a fucking song"
1554,3,2,1,0,0,"&#8220;@simplyhype: @kobebryant shut the fuck up, you fucking trash nigga, work on another ring&#8221; http://t.co/6rlenkr7ee"
1556,3,0,2,1,1,&#8220;@slimthickchicks: &#128525;&#128525;&#128525;&#128525; http://t.co/qmhkkqh8hg&#8221;kid in the yellow is rock hard
1557,3,1,2,0,1,&#8220;@smokinonkaya_: &#8220;@nilaja_: everybody loves dej loaf&#8221; cause that's wifey&#8221; fuck off kaya dats my bitch.
1559,3,0,3,0,1,&#8220;@sodamntrue: i live in constant fear of being shit on by a bird&#8221; well this actually fucking happened to me before sooooo. &#128529;
1560,3,0,3,0,1,&#8220;@sotribe_kasey: i surrounded my bad bitches i can't keep them out my face&#8221;&#128064;&#128064; #wheretheyatdoe &#128514;
1561,3,1,2,0,1,&#8220;@son_goku_tho: dr gero made android 18 to destroy da world das sum bitch nigga shit i would program a girl android to gimme sum neck 24/7&#8221;
1562,3,0,3,0,1,&#8220;@southern_giant: &#8220;@kingshelton_: dumb bitch award goes too .... http://t.co/iubl31qn6y&#8221; &#128557;&#8221; that's all you uncle sam !!!
1563,3,0,3,0,1,&#8220;@southsidevic: i let my girl handcuff me to the bed thinkin she gon do something freaky this bitch went through my phone&#8221;
1564,3,0,3,0,1,&#8220;@southsidevic: what if pussy treated condoms like cars treat seatbelts and kept beeping until u put it on?&#8221; &#128514;&#128514;
1565,3,0,3,0,1,"&#8220;@stamp_denise: @djsir_freshley it's almost been 10 yrs. you haven't had one gf since, u just been fckn hoes huh.&#8221; http://t.co/9bgr2766k8"
1566,3,0,3,0,1,"&#8220;@stevestfler: your relationship ended, not your life. stop being a whiny bitch&#8221;"
1567,3,0,3,0,1,&#8220;@stfu_nobodycare: @codizzlleee @satisfied_x you fck like a hoe so no thank you . ima be classy when i do it &#128128;&#8221; &#128128;&#128128;&#128128;&#128128;&#128128;&#128128; bitch i'm dead
1568,3,0,3,0,1,&#8220;@stfu_nobodycare: i hate how some of you bitches come to school musty . like how tf you walk out your house stank ? your mama ain't shit&#8221;&#128514;&#128514;
1569,3,0,3,0,1,&#8220;@stognerallie: jealous bitches be like ...'&#128514;&#128530;&#127797;.' &#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#128514; don't subtweet me hoe
1570,3,1,2,0,1,&#8220;@stoney_blu: y'all big braid gelled baby hair havin bitches look like dashiki from don't be a menace ... this is not up for discussion&#8221;&#128514;
1571,3,0,3,0,1,"&#8220;@sukasuiti: ""@uce_ina: nawwww if you a hoe you sittin on the floor and not my damn couuuuuch&#128131;"" but your birthday is in feb or naa?&#8221; nope"
1572,3,0,3,0,1,&#8220;@sydneysantana_: @treslyon i'm so dead &#128128;&#128128; why you hoe me http://t.co/pykjhqbp19&#8221; idk i just felt like flaming you lol
1573,3,1,2,0,1,&#8220;@thqcheerios: &#8220;@tropicalblanket: &#128522; http://t.co/ywj1i0wma9&#8221; go to sleep bitch&#8221;stfu
1574,3,0,3,0,1,"&#8220;@tketterhagen: &#8220;@lars_matthews: &#8220;@nspan17: i really only like like 3 people in this town, everyone else is a faggot&#8221; me&#8221; me&#8221; me"
1575,3,0,3,0,1,&#8220;@tketterhagen: better not have any bitch ass people in my classes tomorrow&#8221;
1576,3,2,1,0,0,"&#8220;@tp_three: @westsideflee @kekepalmer damn they got wifey &#128561;&#128561;&#128534;&#128534;&#128555;&#128553;&#128553;&#128553;&#8221;

fall back nigga &#128299;.. i don't share my hoes"
1577,3,0,3,0,1,&#8220;@tvemike: when you catch your girl doing some hoe shit behind your back https://t.co/v4fz6rxxwd&#8221;&#128553;&#128514;&#128514;
1578,3,0,0,3,2,"&#8220;@twolvegirl: i find myself wanting to google ""the yellow king"" #truedetective&#8221; no kidding! what is going on?"
1579,3,0,2,1,1,&#8220;@t_flye: http://t.co/s0kavo4d3e them wet &#128076;&#128166;&#128166;&#8221;say trav see if they got them hoes in cali i will send you my money
1580,3,0,3,0,1,&#8220;@taecocky: this bitch childish af https://t.co/4zkmor7sn8&#8221; one of my sisters would've had to crash her &#128514;
1581,3,0,3,0,1,"&#8220;@taggs0967: @nigeldixon1 @caliboy4 nigel, you don't think he knows what he did was dumb? how smart are you?&#8221; shut your bitch ass up"
